Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Mystery,Dulquer Salmaan,Shankar,Thailand,380,9199,9,Growing,25,19,3137.68,2757.68,1,8.6
Horror,Vijay Sethupathi,Ingmar Bergman,Thailand,65,5968,14,Drop Fast,15,23,431.26,366.26,1,10.0
Fantasy,Cate Blanchett,Park Chan-wook,Denmark,360,5116,3,Growing,39,15,519.85,159.85,1,6.2
Comedy,Steve Buscemi,M. Night Shyamalan,United Kingdom,325,7741,5,Stable,56,8,839.18,514.18,1,6.4
Romance,Katey Sagal,Alê Abreu,Canada,138,6907,8,Stable,70,23,-1983.56,-2121.56,0,5.4
Drama,Leslie Jones,Katsuhiro Otomo,United Kingdom,28,3400,10,Drop Fast,66,9,425.55,397.55,1,9.8
Drama,Tom Holland,Phil Lord,Denmark,297,6757,5,Slow Drop,74,8,465.65,168.65,1,7.6
Comedy,Grey DeLisle,Sergio Pablos,United Kingdom,49,7747,9,Drop Fast,46,8,554.47,505.47,1,8.1
Animation,James Earl Jones,Govind Nihalani,Denmark,183,9271,2,Stable,57,11,614.24,431.24,1,5.8
Fantasy,Scarlett Johansson,Federico Fellini,Thailand,360,5288,6,Growing,78,18,2925.75,2565.75,1,7.2
Action,Fred Armisen,Alfonso Cuarón,China,362,200,5,Growing,33,17,35.81,-326.19,0,4.9
Action,Seth Rogen,Anurag Kashyap,Germany,433,366,9,Slow Drop,30,22,91.47,-341.53,0,6.2
Romance,Jess Harnell,Yash Chopra,Belgium,67,2263,7,Slow Drop,70,23,992.42,925.42,1,7.0
Animation,Billy Crystal,Don Bluth,Thailand,33,8503,8,Stable,73,6,1955.29,1922.29,1,7.5
Sci-Fi,Cecily Strong,George Miller,Mexico,361,1325,7,Slow Drop,46,23,408.88,47.88,1,8.2
Sci-Fi,Hugo Weaving,Gitanjali Rao,Spain,369,2841,13,Drop Fast,73,2,117.47,-251.53,0,6.5
Horror,Mark Hamill,Mani Ratnam,Australia,100,1629,10,Stable,53,1,34.11,-65.89,0,6.9
Fantasy,Varun Dhawan,Sanjay Leela Bhansali,United Kingdom,413,6301,10,Growing,22,10,1094.52,681.52,1,10.0
Fantasy,Rob Paulsen,Pedro Almodóvar,Germany,270,1834,5,Growing,23,8,86.52,-183.48,0,4.6
Drama,Om Puri,Clint Eastwood,Australia,295,9062,11,Growing,79,16,236.85,-58.15,0,5.5
Thriller,Will Smith,Yash Chopra,Belgium,59,3311,13,Slow Drop,23,14,569.97,510.97,1,10.0
Romance,Neil Patrick Harris,Suhas Kadav,Japan,157,1890,14,Stable,46,16,1249.42,1092.42,1,10.0
Action,Tom Kenny,Hideaki Anno,Canada,223,7915,5,Slow Drop,18,14,258.43,35.43,1,7.6
Romance,Hank Azaria,Terrence Malick,United States,177,6840,13,Drop Fast,43,7,384.81,207.81,1,9.8
Sci-Fi,Kristen Wiig,Chris Wedge,France,100,4157,11,Stable,25,18,1027.55,927.55,1,9.2
Sci-Fi,Ian McKellen,Vittorio De Sica,France,127,9356,4,Slow Drop,30,20,612.95,485.95,1,5.8
Comedy,Robin Williams,Naoko Yamada,Brazil,16,480,2,Growing,56,9,35.02,19.02,1,5.5
Horror,Issa Rae,Andrew Stanton,Thailand,8,4646,14,Growing,49,4,1014.83,1006.83,1,10.0
Fantasy,Dwayne Johnson,Frank Capra,United Kingdom,366,3008,9,Drop Fast,51,16,396.4,30.4,1,9.5
Mystery,John DiMaggio,Andrew Stanton,Russia,350,5602,10,Drop Fast,8,22,161.15,-188.85,0,6.5
Romance,Jim Varney,Ron Howard,Mexico,71,2164,10,Drop Fast,14,11,73.33,2.33,1,9.8
Sci-Fi,Tina Fey,Pierre Coffin,Canada,149,1022,12,Growing,55,9,423.5,274.5,1,9.2
Thriller,Awkwafina,Orson Welles,Brazil,69,2261,10,Slow Drop,23,17,245.34,176.34,1,9.2
Drama,Phil LaMarr,Rémi Bezançon,Brazil,86,5375,10,Growing,55,22,-4751.22,-4837.22,0,6.0
Action,Pete Davidson,Jean-Luc Godard,Russia,109,4065,3,Growing,50,11,405.3,296.3,1,6.0
Horror,Christopher Lee,John Musker,China,185,4494,11,Growing,58,20,5062.06,4877.06,1,9.0
Thriller,Hailee Steinfeld,Alfonso Cuarón,China,344,277,11,Slow Drop,73,3,18.83,-325.17,0,7.1
Horror,Ralph Fiennes,Naoko Yamada,Belgium,445,2359,3,Growing,38,21,463.12,18.12,1,6.2
Comedy,Rebel Wilson,Michelangelo Antonioni,Germany,109,3387,3,Drop Fast,46,11,68.3,-40.7,0,3.6
Mystery,Jonathan Groff,Andrei Tarkovsky,Australia,230,7335,8,Drop Fast,16,8,131.81,-98.19,0,5.6
Sci-Fi,Tiger Shroff,Kenji Mizoguchi,Denmark,375,989,6,Drop Fast,48,10,44.43,-330.57,0,3.7
Drama,Jenny Slate,Alejandro G. Iñárritu,Denmark,32,1763,1,Drop Fast,70,6,13.94,-18.06,0,1.5
Thriller,Chris Rock,Guru Dutt,Belgium,20,1522,12,Growing,21,17,578.21,558.21,1,10.0
Horror,David Spade,M. Night Shyamalan,Belgium,281,6873,13,Growing,65,6,2286.9,2005.9,1,10.0
Fantasy,Wallace Shawn,Lee Unkrich,United Kingdom,337,1702,14,Growing,71,7,916.03,579.03,1,10.0
Comedy,Jane Lynch,Glen Keane,Italy,302,7316,3,Drop Fast,35,13,160.66,-141.34,0,2.8
Fantasy,Billy Crystal,Tim Burton,Germany,58,1859,4,Slow Drop,11,6,16.08,-41.92,0,4.3
Drama,Michael Che,Rajiv Chilaka,Thailand,292,3262,13,Stable,41,3,283.67,-8.33,0,7.9
Thriller,Paul McCartney,Zack Snyder,France,118,8516,2,Stable,11,13,104.28,-13.72,0,2.6
Comedy,Tom Kenny,Alfonso Cuarón,Belgium,42,3262,6,Stable,77,10,746.87,704.87,1,7.2
Thriller,Idina Menzel,Genndy Tartakovsky,United Kingdom,374,8910,10,Slow Drop,65,4,776.6,402.6,1,8.7
Sci-Fi,Phil LaMarr,Ang Lee,China,234,2270,12,Growing,11,5,148.68,-85.32,0,5.9
Animation,Aidy Bryant,Isao Takahata,Brazil,170,4457,1,Stable,57,21,357.08,187.08,1,5.8
Comedy,Michael Che,Govind Nihalani,France,186,2753,1,Stable,12,19,30.31,-155.69,0,1.9
Fantasy,Leslie Jones,Katsuhiro Otomo,Denmark,448,1244,8,Growing,52,18,885.55,437.55,1,9.0
Drama,Pamela Adlon,Hamilton Luske,Australia,209,6157,4,Stable,42,7,299.86,90.86,1,7.4
Mystery,Ram Charan,K. Asif,China,370,4778,1,Growing,34,21,236.11,-133.89,0,2.8
Sci-Fi,Chris Rock,Alejandro G. Iñárritu,Belgium,249,5821,7,Stable,9,1,17.06,-231.94,0,4.2
Animation,Josh Gad,Guru Dutt,Spain,363,2166,9,Growing,61,17,2405.29,2042.29,1,7.8
Mystery,Cameron Diaz,William Wyler,New Zealand,337,5169,10,Drop Fast,79,20,-764.48,-1101.48,0,6.6
Action,Paul McCartney,Yasujirō Ozu,New Zealand,435,2450,7,Slow Drop,55,20,685.65,250.65,1,8.6
Sci-Fi,Tiger Shroff,Alfonso Cuarón,India,400,8533,1,Stable,56,18,444.9,44.9,1,5.1
Drama,Alex Borstein,Jennifer Yuh Nelson,Italy,313,9395,1,Growing,8,5,28.71,-284.29,0,2.1
Horror,Steve Buscemi,Yorgos Lanthimos,Canada,421,2214,12,Drop Fast,40,22,402.5,-18.5,0,6.6
Comedy,Patton Oswalt,Guy Ritchie,Italy,416,4824,1,Growing,42,6,64.16,-351.84,0,3.1
Thriller,Grey DeLisle,Luis Buñuel,Italy,125,3808,8,Stable,61,10,810.78,685.78,1,8.6
Drama,Amy Poehler,Ritwik Ghatak,United States,263,6919,7,Stable,63,19,2798.78,2535.78,1,7.0
Comedy,Awkwafina,Park Chan-wook,Belgium,214,9360,14,Stable,22,10,1366.16,1152.16,1,10.0
Mystery,Maggie Smith,Robert Eggers,France,414,4125,3,Stable,76,6,189.89,-224.11,0,2.2
Thriller,Johnny Depp,Ava DuVernay,Canada,314,6068,3,Stable,11,10,84.63,-229.37,0,3.6
Romance,Eddie Murphy,Ramesh Sippy,South Korea,300,1004,12,Drop Fast,71,10,129.81,-170.19,0,7.3
Fantasy,Christopher Lee,Govind Nihalani,South Korea,198,1534,3,Growing,29,21,160.36,-37.64,0,3.8
Action,Issa Rae,Vetrimaaran,South Korea,72,867,2,Growing,31,12,49.06,-22.94,0,3.1
Sci-Fi,Tress MacNeille,Guy Ritchie,Spain,118,584,14,Stable,54,4,92.48,-25.52,0,7.0
Drama,Benedict Cumberbatch,Alfonso Cuarón,Germany,224,3454,14,Growing,13,13,610.71,386.71,1,10.0
Action,Fred Armisen,Fritz Lang,China,224,3640,4,Drop Fast,34,10,65.71,-158.29,0,4.4
Horror,Billy Crystal,Hamilton Luske,Belgium,222,2948,7,Stable,17,16,348.65,126.65,1,8.1
Comedy,Mark Hamill,Jennifer Yuh Nelson,Russia,241,212,9,Slow Drop,46,19,71.55,-169.45,0,5.2
Comedy,Cecily Strong,Nishith Takia,Russia,435,7926,3,Drop Fast,44,6,99.79,-335.21,0,2.6
Drama,Prabhas,Claude Barras,United States,390,5603,10,Stable,61,9,1955.09,1565.09,1,8.5
Animation,Tom Holland,Rakeysh Omprakash Mehra,Thailand,302,7654,7,Growing,58,14,4263.26,3961.26,1,6.8
Animation,Bradley Cooper,Zack Snyder,Brazil,422,6351,12,Drop Fast,67,10,969.44,547.44,1,8.8
Romance,Jason Segel,Byron Howard,Thailand,98,6430,4,Stable,79,8,539.43,441.43,1,6.2
Fantasy,Brian Tyree Henry,Chris Meledandri,Australia,257,300,1,Growing,58,3,2.83,-254.17,0,3.2
Thriller,Steve Buscemi,Pedro Almodóvar,France,409,5178,5,Growing,69,17,2143.39,1734.39,1,7.2
Horror,Brian Tyree Henry,Stanley Kubrick,China,361,6734,8,Stable,56,19,2739.82,2378.82,1,8.0
Action,Kate McKinnon,Hrishikesh Mukherjee,Spain,432,4904,3,Drop Fast,58,3,43.31,-388.69,0,2.2
Animation,Mark Hamill,Manmohan Desai,Russia,219,649,10,Stable,35,14,209.53,-9.47,0,7.0
Romance,Katey Sagal,Deepa Mehta,China,384,3367,4,Stable,43,6,139.33,-244.67,0,3.5
Romance,Priyanka Chopra,Michelangelo Antonioni,United States,262,5580,3,Stable,32,19,382.65,120.65,1,7.2
Drama,Liam Neeson,Guy Ritchie,Thailand,351,8512,10,Stable,43,18,-2358.6,-2709.6,0,6.4
Horror,Mahesh Babu,Jean-Pierre Jeunet,India,244,4056,14,Stable,67,12,2735.28,2491.28,1,9.7
Mystery,Om Puri,Martin Scorsese,Germany,319,1275,14,Growing,14,15,346.84,27.84,1,10.0
Thriller,Rajinikanth,Chris Sanders,Ireland,218,4613,8,Stable,72,6,854.33,636.33,1,8.3
Fantasy,Amy Poehler,Andrew Adamson,Germany,102,901,10,Drop Fast,43,21,127.41,25.41,1,8.9
Sci-Fi,Nawazuddin Siddiqui,Dean DeBlois,Thailand,20,3548,8,Slow Drop,37,12,396.71,376.71,1,8.7
Drama,Steve Carell,Ari Aster,France,408,8385,14,Stable,54,19,-146.37,-554.37,0,8.1
Thriller,Vin Diesel,Francis Ford Coppola,South Korea,158,7036,4,Drop Fast,36,7,96.4,-61.6,0,4.2
Sci-Fi,Jason Segel,Kenji Mizoguchi,Spain,20,8412,11,Slow Drop,12,23,709.7,689.7,1,9.9
Sci-Fi,Naseeruddin Shah,Ingmar Bergman,South Korea,202,6034,2,Drop Fast,72,20,280.55,78.55,1,6.1
Horror,Andy Serkis,Jordan Peele,Germany,112,2449,12,Growing,76,10,1570.15,1458.15,1,10.0
Horror,Julia Louis-Dreyfus,Chris Wedge,United States,27,3422,3,Growing,70,18,1056.93,1029.93,1,6.9
Action,Hank Azaria,Taika Waititi,United Kingdom,46,5191,3,Slow Drop,63,2,60.56,14.56,1,6.6
Romance,Tom Hiddleston,Tomm Moore,Germany,41,8318,4,Slow Drop,24,13,380.76,339.76,1,5.8
Thriller,Rose Byrne,Kabir Khan,United Kingdom,332,2751,11,Slow Drop,58,15,1074.08,742.08,1,9.7
Drama,Andy Serkis,Ethan Coen,Canada,394,8457,13,Growing,44,4,1716.33,1322.33,1,9.5
Comedy,Jonathan Groff,Ashutosh Gowariker,Belgium,169,8302,2,Growing,16,7,144.09,-24.91,0,1.8
Drama,Will Arnett,Kenji Mizoguchi,China,120,8863,2,Drop Fast,45,3,39.67,-80.33,0,2.2
Action,Julia Louis-Dreyfus,Arnab Chaudhuri,Spain,154,2414,3,Growing,60,16,349.32,195.32,1,5.5
Fantasy,Pankaj Tripathi,Raj Kapoor,Australia,10,8734,12,Slow Drop,20,9,637.28,627.28,1,9.0
Romance,Kenan Thompson,Alfonso Cuarón,Denmark,36,917,1,Stable,60,23,47.59,11.59,1,4.8
Comedy,Jess Harnell,Deepa Mehta,Thailand,149,2660,8,Stable,56,23,1391.69,1242.69,1,8.3
Animation,Paul McCartney,Sergio Pablos,South Korea,298,3455,6,Slow Drop,77,17,994.24,696.24,1,6.7
Fantasy,Ram Charan,Suhas Kadav,Australia,405,5990,3,Growing,42,8,326.8,-78.2,0,2.8
Horror,Keith David,Alfred Hitchcock,Ireland,297,5534,1,Slow Drop,23,18,51.92,-245.08,0,3.1
Sci-Fi,Anna Kendrick,Luis Buñuel,United Kingdom,411,7030,3,Growing,20,13,298.68,-112.32,0,4.0
Animation,Lakeith Stanfield,Guillermo del Toro,Spain,181,7954,1,Stable,18,2,18.46,-162.54,0,2.1
Drama,Amy Poehler,Todd Phillips,India,449,7140,3,Drop Fast,9,1,3.42,-445.58,0,4.0
Drama,Akshay Kumar,Tomm Moore,Germany,181,3832,4,Growing,26,16,487.4,306.4,1,6.8
Horror,Kelsey Grammer,V. Shantaram,Germany,65,9447,6,Drop Fast,52,16,659.69,594.69,1,6.9
Action,Aziz Ansari,Sanjay Leela Bhansali,Spain,81,214,7,Stable,53,11,39.8,-41.2,0,5.3
Thriller,Allu Arjun,Vittorio De Sica,Spain,420,8408,7,Drop Fast,54,4,184.7,-235.3,0,5.6
Animation,Irrfan Khan,Benjamin Renner,Japan,387,2149,9,Drop Fast,56,11,277.57,-109.43,0,5.9
Animation,Shah Rukh Khan,Gulzar,South Korea,90,8472,8,Slow Drop,49,6,836.92,746.92,1,7.6
Mystery,Bobby Cannavale,David Fincher,China,195,6999,13,Drop Fast,40,11,883.72,688.72,1,9.4
Fantasy,Jim Cummings,Kireet Khurana,Brazil,11,6779,4,Stable,48,1,62.12,51.12,1,6.1
Romance,Hugo Weaving,Ava DuVernay,Russia,410,3279,6,Growing,76,9,735.73,325.73,1,7.1
Fantasy,Hugh Jackman,Lars von Trier,Denmark,89,8327,11,Drop Fast,26,7,391.82,302.82,1,9.1
Thriller,Morgan Freeman,Pierre Coffin,New Zealand,266,9410,1,Growing,46,21,686.29,420.29,1,5.4
Drama,Liam Neeson,Gary Trousdale,New Zealand,449,9171,8,Slow Drop,14,22,895.56,446.56,1,8.2
Drama,Lakeith Stanfield,Tomm Moore,Denmark,402,2024,6,Stable,46,3,62.93,-339.07,0,4.3
Drama,Kenan Thompson,Byron Howard,China,404,6529,2,Stable,41,9,253.51,-150.49,0,2.5
Mystery,Bobby Moynihan,Alê Abreu,Ireland,263,4064,8,Growing,51,2,261.18,-1.82,0,4.4
Drama,Cate Blanchett,David Hand,United States,397,2713,4,Stable,76,10,324.32,-72.68,0,3.4
Thriller,Steve Carell,Neeraj Pandey,Thailand,51,6910,9,Slow Drop,75,17,-1670.14,-1721.14,0,6.6
Horror,Nana Patekar,Woody Allen,New Zealand,345,8716,4,Growing,70,1,138.9,-206.1,0,3.9
Romance,Kelsey Grammer,Jean-Pierre Jeunet,France,98,3690,1,Stable,78,18,272.85,174.85,1,5.3
Thriller,Anna Kendrick,Karan Johar,Ireland,430,9068,7,Slow Drop,55,6,880.3,450.3,1,7.0
Romance,Julia Louis-Dreyfus,Rémi Bezançon,Belgium,430,6325,10,Slow Drop,10,6,133.1,-296.9,0,5.4
Thriller,James Corden,Wes Anderson,Denmark,228,8279,5,Drop Fast,41,9,203.37,-24.63,0,4.1
Drama,John Goodman,Ethan Coen,Spain,283,5088,10,Stable,16,10,426.64,143.64,1,9.0
Horror,Beck Bennett,Lee Unkrich,Mexico,7,2904,11,Growing,68,15,2143.97,2136.97,1,8.4
Animation,Julia Louis-Dreyfus,Mira Nair,Thailand,133,6460,12,Drop Fast,27,4,175.03,42.03,1,9.0
Fantasy,Brian Tyree Henry,George Stevens,Japan,327,9296,5,Growing,47,8,1152.15,825.15,1,6.7
Sci-Fi,Will Smith,Billy Wilder,Belgium,253,4797,4,Drop Fast,19,4,17.47,-235.53,0,2.9
Horror,Hailee Steinfeld,Satoshi Kon,France,233,3104,6,Slow Drop,35,3,65.91,-167.09,0,5.3
Animation,Jim Varney,Sam Raimi,Brazil,331,1323,1,Drop Fast,55,4,4.86,-326.14,0,1.5
Action,Kevin Hart,James Wan,India,135,7135,3,Drop Fast,14,1,5.58,-129.42,0,4.1
Thriller,Sandra Oh,Chloe Zhao,China,232,4516,11,Drop Fast,21,9,135.06,-96.94,0,6.7
Action,Amitabh Bachchan,Pa. Ranjith,Australia,181,2470,12,Stable,26,11,452.19,271.19,1,9.6
Animation,Bradley Cooper,Rajkumar Hirani,Thailand,327,2924,7,Drop Fast,61,21,705.12,378.12,1,7.9
Horror,Bill Nighy,Mark Osborne,Canada,315,8321,11,Slow Drop,67,23,568.82,253.82,1,9.2
Thriller,Jason Mantzoukas,Shankar,Australia,392,7871,8,Growing,74,19,-3010.65,-3402.65,0,5.3
Sci-Fi,Tara Strong,Mark Osborne,Russia,35,2458,12,Stable,41,21,1480.53,1445.53,1,9.1
Drama,Samuel L. Jackson,Alfonso Cuarón,Spain,70,4062,9,Slow Drop,48,20,1339.27,1269.27,1,7.8
Thriller,Alex Borstein,Hamilton Luske,Russia,210,9322,1,Stable,38,7,101.12,-108.88,0,2.5
Thriller,Paul Rudd,Tim Burton,Japan,105,3846,4,Growing,46,5,268.84,163.84,1,5.7
Horror,Naseeruddin Shah,Yasuhiro Yoshiura,Canada,324,7225,2,Growing,59,2,120.67,-203.33,0,2.4
Horror,Jim Carrey,Rémi Bezançon,United Kingdom,35,1471,2,Growing,54,19,209.8,174.8,1,6.7
Animation,Jonathan Groff,John Huston,South Korea,377,9189,1,Stable,27,3,47.2,-329.8,0,3.2
Comedy,Tress MacNeille,Govind Nihalani,Japan,195,3663,5,Stable,59,15,618.59,423.59,1,7.7
Thriller,Will Arnett,Rajiv Chilaka,Ireland,70,8808,2,Growing,78,7,554.07,484.07,1,5.8
Fantasy,Pankaj Tripathi,Isao Takahata,France,419,5141,4,Growing,69,5,445.0,26.0,1,5.7
Thriller,Hank Azaria,Kathryn Bigelow,Canada,307,1097,9,Slow Drop,12,23,76.52,-230.48,0,4.8
Animation,Dan Castellaneta,Joseph L. Mankiewicz,Brazil,239,8444,11,Growing,64,10,5447.61,5208.61,1,10.0
Romance,Ranveer Singh,Yasujirō Ozu,China,282,805,3,Drop Fast,11,9,3.59,-278.41,0,3.9
Action,Kristen Bell,Vittorio De Sica,Brazil,206,3877,8,Stable,18,23,672.47,466.47,1,8.0
Drama,Tina Fey,Christopher Miller,France,354,4747,10,Slow Drop,26,14,540.99,186.99,1,9.5
Comedy,Kelsey Grammer,Shyam Benegal,Italy,229,8852,13,Stable,34,22,-2314.68,-2543.68,0,7.9
Sci-Fi,Amy Poehler,Henry Selick,Mexico,87,974,6,Growing,36,13,162.33,75.33,1,7.6
Sci-Fi,Nana Patekar,Brad Bird,India,50,5456,10,Drop Fast,25,1,30.31,-19.69,0,6.7
Sci-Fi,Lakeith Stanfield,Kireet Khurana,Mexico,93,5691,5,Growing,44,16,1295.48,1202.48,1,6.5
Horror,Tina Fey,Byron Howard,Denmark,190,4230,2,Stable,68,20,558.28,368.28,1,5.7
Sci-Fi,Pankaj Tripathi,Michael Bay,Canada,379,5356,11,Slow Drop,54,8,731.85,352.85,1,9.6
Drama,Jordan Peele,Chris Wedge,Mexico,193,5973,13,Stable,27,17,1912.91,1719.91,1,10.0
Action,Ashutosh Rana,Peter Jackson,Russia,250,7375,3,Slow Drop,77,6,374.16,124.16,1,7.2
Sci-Fi,Anna Kendrick,Vetrimaaran,South Korea,50,3718,8,Drop Fast,56,2,68.2,18.2,1,8.9
Thriller,James Earl Jones,Sanjay Leela Bhansali,Brazil,261,6975,12,Growing,22,13,2216.19,1955.19,1,8.9
Thriller,Kyle Mooney,Mani Ratnam,Mexico,356,7806,12,Growing,25,8,1316.4,960.4,1,9.1
Horror,Idina Menzel,Rich Moore,Ireland,413,5578,9,Drop Fast,45,9,441.94,28.94,1,8.9
Drama,Matthew McConaughey,Nishith Takia,Belgium,65,6873,11,Stable,29,13,1385.08,1320.08,1,8.9
Action,Kate McKinnon,Rakeysh Omprakash Mehra,Spain,109,6644,11,Drop Fast,67,18,-648.57,-757.57,0,5.7
Comedy,Dulquer Salmaan,Andrew Stanton,Canada,341,8876,7,Growing,73,18,-2766.17,-3107.17,0,5.1
Animation,Alex Borstein,Prashanth Neel,Germany,18,3927,1,Slow Drop,33,9,43.06,25.06,1,5.5
Action,Dee Bradley Baker,John Musker,Japan,305,4196,12,Growing,71,2,575.05,270.05,1,10.0
Animation,John Leguizamo,Nick Park,South Korea,81,6581,12,Stable,65,4,1429.88,1348.88,1,9.4
Romance,Pankaj Tripathi,Howard Hawks,Germany,234,7012,13,Slow Drop,10,18,693.74,459.74,1,9.9
Animation,Ashutosh Rana,Werner Herzog,Mexico,171,2189,13,Stable,37,17,1060.04,889.04,1,9.5
Fantasy,Lake Bell,Ingmar Bergman,Denmark,70,4545,6,Growing,26,12,702.76,632.76,1,7.7
Thriller,Katey Sagal,Brad Bird,Thailand,36,8374,7,Growing,17,16,1493.53,1457.53,1,8.2
Drama,Bobby Moynihan,Brian De Palma,China,100,2914,12,Slow Drop,53,13,818.37,718.37,1,9.1
Mystery,James Corden,Claude Barras,Belgium,62,7246,6,Stable,26,11,469.65,407.65,1,6.9
Horror,Alan Tudyk,Christopher Miller,Belgium,108,4386,10,Slow Drop,65,14,1119.6,1011.6,1,8.3
Fantasy,Patton Oswalt,James Wan,Italy,316,538,11,Slow Drop,13,10,23.82,-292.18,0,6.9
Animation,Ashutosh Rana,Pedro Almodóvar,Australia,138,6168,13,Stable,58,23,-1232.15,-1370.15,0,6.6
Sci-Fi,Christian Bale,Christopher Miller,Spain,221,7884,2,Slow Drop,21,21,185.36,-35.64,0,2.1
Drama,Ian McKellen,Pierre Coffin,China,71,6921,13,Drop Fast,65,19,-179.5,-250.5,0,6.3
Fantasy,Estelle Harris,Andrew Stanton,United States,182,8561,9,Slow Drop,15,21,659.66,477.66,1,9.3
Horror,Jonathan Groff,Rajkumar Hirani,Spain,378,6705,3,Growing,9,17,183.96,-194.04,0,2.4
Thriller,Hailee Steinfeld,Ash Brannon,New Zealand,251,6587,6,Stable,25,9,333.83,82.83,1,6.5
Drama,Julia Louis-Dreyfus,Andrei Tarkovsky,France,298,8210,6,Growing,64,14,2351.32,2053.32,1,6.5
Horror,Alex Borstein,Guy Ritchie,Australia,239,6676,8,Drop Fast,42,5,259.79,20.79,1,7.9
Romance,Tom Hiddleston,Claude Barras,New Zealand,135,3212,13,Drop Fast,73,3,152.75,17.75,1,10.0
Romance,Dwayne Johnson,V. Shantaram,France,116,7684,4,Slow Drop,63,22,954.43,838.43,1,6.4
Horror,Rose Byrne,Luc Besson,China,393,2810,6,Growing,50,8,548.1,155.1,1,7.3
Fantasy,Varun Dhawan,Vishal Bhardwaj,Brazil,412,2673,1,Slow Drop,79,18,117.52,-294.48,0,3.2
Drama,Frank Welker,Peter Jackson,Canada,58,5455,9,Slow Drop,15,3,62.42,4.42,1,9.1
Fantasy,Tina Fey,Imtiaz Ali,Mexico,294,2888,12,Growing,12,23,584.46,290.46,1,9.5
Comedy,Willem Dafoe,Jordan Peele,Brazil,243,5004,9,Drop Fast,20,2,27.37,-215.63,0,4.9
Animation,Jim Carrey,Woody Allen,India,244,1490,7,Drop Fast,14,11,39.68,-204.32,0,5.3
Comedy,John Leguizamo,Pa. Ranjith,Spain,299,8498,11,Drop Fast,28,5,193.16,-105.84,0,6.5
Romance,Kristen Bell,Rajiv Chilaka,Mexico,116,2807,13,Stable,44,7,610.16,494.16,1,10.0
Thriller,Dulquer Salmaan,Bob Persichetti,Spain,92,8278,1,Stable,52,14,283.76,191.76,1,6.2
Action,James Earl Jones,Alfonso Cuarón,Russia,232,1888,3,Slow Drop,59,19,155.61,-76.39,0,3.3
Animation,Seth Rogen,Wong Kar-wai,Belgium,308,6711,12,Stable,55,2,577.98,269.98,1,8.9
Romance,Kevin Hart,Masaaki Yuasa,Russia,309,8397,5,Stable,69,9,1405.25,1096.25,1,6.1
Fantasy,Ranveer Singh,Vishal Bhardwaj,Ireland,294,8914,4,Growing,58,10,1606.63,1312.63,1,7.3
Fantasy,Rashida Jones,Anthony Stacchi,Mexico,212,6872,5,Slow Drop,11,19,237.5,25.5,1,7.4
Fantasy,Stephanie Beatriz,William Wyler,Ireland,360,3543,7,Slow Drop,63,17,956.67,596.67,1,7.9
Thriller,Mila Kunis,David Lean,Germany,395,265,9,Growing,41,7,51.74,-343.26,0,6.0
Comedy,Issa Rae,Ridley Scott,United Kingdom,278,3610,1,Drop Fast,52,18,51.93,-226.07,0,2.5
Action,Brian Tyree Henry,Sergio Pablos,South Korea,74,3181,5,Growing,23,6,165.27,91.27,1,7.2
Fantasy,Fred Armisen,Ron Howard,Ireland,374,5788,3,Drop Fast,16,9,40.45,-333.55,0,2.7
Mystery,Seth Green,Gary Trousdale,Italy,224,3015,3,Slow Drop,23,8,56.06,-167.94,0,3.1
Animation,John Cho,Howard Hawks,Germany,235,5296,11,Slow Drop,38,22,2683.92,2448.92,1,8.4
Drama,Patrick Warburton,Sanjay Leela Bhansali,France,294,2217,2,Stable,20,22,91.35,-202.65,0,3.1
Mystery,Steve Buscemi,Danny Boyle,France,311,6873,6,Stable,12,9,204.89,-106.11,0,4.1
Action,Paul Rudd,Rodney Rothman,New Zealand,365,1942,14,Growing,54,1,111.66,-253.34,0,7.9
Thriller,Ram Charan,Brad Bird,Russia,353,5920,6,Stable,46,2,121.29,-231.71,0,5.3
Action,Johnny Depp,David Lean,Spain,259,3709,3,Slow Drop,25,22,170.61,-88.39,0,3.4
Drama,Paul McCartney,Pierre Coffin,Japan,146,6586,1,Slow Drop,27,4,21.37,-124.63,0,2.1
Animation,Owen Wilson,Ashutosh Gowariker,Australia,73,3734,7,Drop Fast,9,20,85.3,12.3,1,7.2
Drama,Aidy Bryant,Gulzar,France,93,5336,2,Stable,47,18,390.22,297.22,1,5.3
Horror,Elizabeth Banks,Federico Fellini,Japan,363,5785,8,Drop Fast,37,10,382.24,19.24,1,9.2
Animation,Alex Borstein,Alejandro G. Iñárritu,Germany,140,8754,3,Slow Drop,17,1,20.56,-119.44,0,3.4
Action,Chris Rock,Damien Chazelle,Belgium,147,7358,1,Stable,71,10,269.19,122.19,1,5.3
Fantasy,Michael Che,Arnab Chaudhuri,Japan,343,1834,10,Drop Fast,49,9,127.79,-215.21,0,5.5
Action,Donald Glover,Adoor Gopalakrishnan,Belgium,191,724,9,Slow Drop,60,23,265.64,74.64,1,9.1
Action,Kelsey Grammer,Joseph L. Mankiewicz,Japan,15,5126,5,Drop Fast,60,13,298.07,283.07,1,6.8
Animation,Akshay Kumar,Pierre Coffin,Mexico,152,1922,1,Stable,47,15,63.93,-88.07,0,2.0
